level,hanzi,pinyin,meaning
5,解剖,jiěpōu,解剖する
5,解体,jiětǐ,解体する
5,届,jiè,回
5,戒备,jièbèi,警戒する
5,进度,jìndù,進捗
5,进化,jìnhuà,進化する
5,进攻,jìngōng,攻撃する
5,近代,jìndài,近代
5,晋升,jìnshēng,昇進する
5,尽量,jǐnliàng,できるだけ
5,浸泡,jìnpào,浸す
5,精华,jīnghuá,エッセンス
5,精简,jīngjiǎn,簡素化する
5,精密,jīngmì,精密な
5,精确,jīngquè,正確な
5,惊讶,jīngyà,驚く
5,惊动,jīngdòng,騒がせる
5,惊奇,jīngqí,驚く
5,惊喜,jīngxǐ,驚き喜ぶ
5,警告,jǐnggào,警告する
5,警惕,jǐngtì,警戒する
5,景气,jǐngqì,景気
5,敬礼,jìng lǐ,敬礼する
5,敬业,jìng yè,仕事に励む
5,竞选,jìngxuǎn,選挙に出る
5,纠纷,jiūfēn,紛争
5,纠正,jiūzhèng,是正する
5,救护车,jiùhùchē,救急車
5,救济,jiùjì,救済する
5,就绪,jiùxù,整う
5,就职,jiù zhí,就職する
5,拘留,jūliú,拘留する
5,拘束,jūshù,拘束する
5,居民,jūmín,住民
5,居住,jūzhù,居住する
5,局部,júbù,局所的な
5,局面,júmiàn,局面
5,局限,júxiàn,限定される
5,橘子,júzi,みかん
5,具备,jùbèi,備える
5,剧本,jùběn,脚本
5,剧烈,jùliè,激しい
5,据悉,jùxī,伝えられるところによれば
5,聚,jù,集まる
5,俱乐部,jùlèbù,クラブ
5,聚精会神,jù jīng huì shén,精神を集中する
5,捐,juān,寄付する
5,卷,juǎn,巻く
5,绝望,juéwàng,絶望する
5,觉悟,juéwù,覚悟
5,卡,kǎ,カード
5,开发,kāifā,開発する
5,开阔,kāikuò,広々とした
5,开朗,kāilǎng,朗らかな
5,开明,kāimíng,物分かりの良い
5,开启,kāiqǐ,開く
5,开拓,kāituò,開拓する
5,开展,kāizhǎn,展開する
5,考核,kǎohé,考査する
5,考勤,kǎoqín,勤怠
5,克服,kèfú,克服する
5,客户,kèhù,クライアント
5,空间,kōngjiān,空間
5,空闲,kòngxián,暇な
5,空中,kōngzhōng,空中
5,恐吓,kǒnghè,脅迫する
5,恐惧,kǒngjù,恐怖
5,空虚,kōngxū,空虚な
5,口腔,kǒuqiāng,口腔
5,跨,kuà,またぐ
5,夸,kuā,褒める
5,夸张,kuāzhāng,誇張する
5,宽广,kuānguǎng,広大な
5,宽慰,kuānwèi,慰める
5,狂欢,kuánghuān,狂喜乱舞する
5,旷课,kuàng kè,授業をサボる
5,矿产,kuàngchǎn,鉱産
5,亏待,kuīdài,冷遇する
5,亏本,kuī běn,損を出す
5,昆虫,kūnchóng,昆虫
5,捆,kǔn,束ねる
5,扩充,kuòchōng,拡充する
5,扩散,kuòsàn,拡散する
5,扩张,kuòzhāng,拡張する
5,括,kuò,括る
5,喇叭,lǎba,ラッパ
5,拦截,lánjié,遮る
5,烂,làn,腐った
5,狼,láng,狼
5,捞,lāo,すくう
5,牢骚,láosāo,不平
5,理智,lǐzhì,理知的な
5,利润,lìrùn,利益
5,利息,lìxī,利息
5,利益,lìyì,利益
5,联欢,liánhuān,交歓する
5,联络,liánluò,連絡する
5,联盟,liánméng,同盟
5,联邦,liánbāng,連邦
5,连年,liánnián,連年
5,粮食,liángshi,食糧
5,临时,línshí,臨時の
5,灵魂,línghún,魂
5,零件,língjiàn,部品
5,零食,língshí,お菓子
5,零钱,língqián,小銭
5,领域,lǐngyù,領域
5,浏览,liúlǎn,閲覧する
5,漏,lòu,漏れる
5,露,lù,露出する
5,逻辑,luójí,ロジック
5,落后,luòhòu,遅れている
5,埋伏,máifú,待ち伏せ
5,埋没,máimò,埋没する
5,埋怨,mányuàn,愚痴をこぼす
5,毛,máo,毛
5,矛盾,máodù,矛盾
5,冒险,mào xiǎn,冒険
5,贸易,màoyì,貿易
5,迷,mí,迷う
5,面积,miànjī,面積
5,面临,miànlín,直面する
5,面子,miànzi,面目
5,描绘,miáohuì,描く
5,描写,miáoxiě,描写する
5,秒,miǎo,秒
5,民主,mínzhǔ,民主
5,民族,mínzú,民族
5,明星,míngxīng,スター
5,明显,míngxiǎn,明白な
5,命令,mìnglìng,命令する
5,命运,mìngyùn,運命
5,模仿,mófǎng,模倣する
5,模糊,móhu,ぼやけた
5,模特,mótè,モデル
5,陌生,mòshēng,見知らぬ
5,某,mǒu,某
5,母亲,mǔqīn,母親
5,木头,mùtou,木材
5,目标,mùbiāo,目標
5,目的,mùdì,目的
5,目录,mùlù,目録
5,拿手,náshǒu,得意な
5,难道,nándào,まさか
5,难看,nánkàn,醜い
5,难受,nánshòu,辛い
5,闹钟,nàozhōng,目覚まし時計
5,内科,nèikē,内科
5,能力,nénglì,能力
5,能量,néngliàng,エネルギー
5,年代,niándài,年代
5,年纪,niánjì,年齢
5,宁可,nìngkě,むしろ〜したほうがましだ
5,牛仔裤,niúzǎikù,ジーンズ
5,农村,nóngcūn,農村
5,农民,nóngmín,農民
5,农业,nóngyè,農業
5,弄,nòng,いじる、やる
5,女士,nǚshì,レディー
5,偶然,ǒu'rán,偶然な
5,派,pài,派遣する
5,判定,pàndìng,判定する
5,培养,péiyǎng,養成する
5,佩服,pèifú,感服する
5,盆,pén,盆
5,碰,pèng,ぶつかる
5,碰见,pèngjiàn,出会う
5,批准,pīzhǔn,承認する
5,皮肤,pífū,皮膚
5,篇,piān,編、篇
5,骗,piàn,騙す
5,瓶子,píngzi,瓶
5,迫切,pòqiè,切実な
5,期间,qījiān,期間
5,欺骗,qīpiàn,欺く
5,齐全,qíquán,揃っている
5,其次,qícì,次に
5,奇迹,qíjì,奇跡
5,企图,qǐtú,企む
5,企业,qǐyè,企業
5,启发,qǐfā,啓発する
5,气氛,qìfēn,雰囲気
5,汽油,qìyóu,ガソリン
5,牵,qiān,引く
5,谦虚,qiānxū,謙虚な
5,千万,qiānwàn,くれぐれも
5,签证,qiānzhèng,ビザ
5,墙,qiáng,壁
5,强烈,qiángliè,強烈な
5,抢,qiǎng,奪う
5,悄悄,qiāoqiāo,こっそり
5,亲戚,qīnqi,親戚
5,亲自,qīnzì,自ら
5,侵略,qīnlüè,侵略する
5,勤奋,qínfèn,勤勉な
5,青春,qīngchūn,青春
5,青少年,qīngshàonián,青少年
5,轻松,qīngsōng,気楽な
5,情况,qíngkuàng,状況
5,穷,qióng,貧しい
5,娶,qǔ,嫁をもらう
5,趣味,qùwèi,趣味
5,圈,quān,輪
5,缺少,quēshǎo,欠く
5,却,què,しかし
5,确认,quèrèn,確認する
5,群,qún,群れ
5,群众,qúnzhòng,大衆
5,燃烧,ránshāo,燃焼する
5,染,rǎn,染める
5,嚷,rǎng,叫ぶ
5,让,ràng,譲る
5,饶恕,ráoshù,許す
5,扰乱,rǎoluàn,攪乱する
5,惹,rě,引き起こす
5,热爱,rè'ài,熱愛する
5,热烈,rèliè,熱烈な
5,人士,rénshì,人士
5,人物,rénwù,人物
5,人员,rényuán,スタッフ
5,忍不住,rěn bu zhù,堪えられない
5,认为,rènwéi,思う
5,任务,rènwu,任務
5,日日常,rìcháng,日常の
5,日期,rìqī,日付
5,日用品,rìyòngpǐn,日用品
5,荣幸,róngxìng,光栄な
5,荣誉,róngyù,名誉
5,如何,rúhé,いかに
5,入,rù,入る
5,软件,ruǎnjiàn,ソフト
5,弱,ruò,弱い
5,洒,sǎ,撒く
5,上当,shàng dàng,騙される
5,稍微,shāowēi,わずかに
5,少,shǎo,少ない
5,蛇,shé,蛇
5,舌头,shétou,舌
5,舍不得,shěbudé,惜しい
5,设备,shèbèi,設備
5,设施,shèshī,施設
5,设想,shèxiǎng,想定
5,设置,shèzhì,設置
5,射击,shèjī,射撃
5,摄影,shèyǐng,撮影
5,伸,shēn,伸ばす
5,深刻,shēnkè,深刻な
5,身材,shēncái,スタイル
5,身份,shēnfèn,身分
5,神经,shénjīng,神経
5,生成,shēngchéng,生成する
5,生存,shēngcún,生存する
5,生理,shēnglǐ,生理
5,生命,shēngmìng,生命
5,生意,shēngyi,商売
5,剩,shèng,余る
5,失业,shī yè,失業
5,师傅,shīfu,師匠
5,湿润,shīrùn,潤う
5,狮子,shīzi,ライオン
5,石油,shíyóu,石油
5,时髦,shímáo,ハイカラな
5,时尚,shíshàng,ファッション
5,时期,shíqī,時期
5,实习,shíxí,実習
5,实验,shíyàn,実験
5,实用,shíyòng,実用的な
5,食品,shípǐn,食品
5,始终,shǐzhōng,終始
5,是非,shìfēi,是非
5,试验,shìyàn,試験
5,适用,shìyòng,適用する
5,收,shōu,収める
5,收藏,shōucáng,コレクション
5,收获,shōuhuò,収穫
5,收据,shōujù,レシート
5,收取,shōuqǔ,受け取る
5,收音机,shōuyīnjī,ラジオ
5,手术,shǒushù,手術
5,手套,shǒutào,手袋
5,手续,shǒuxù,手続き
5,手指,shǒuzhǐ,指
5,首都,shǒudū,首都
5,受,shòu,受ける
5,寿命,shòumìng,寿命
5,枢纽,shūniǔ,ハブ
5,书记,shūji,書記
5,熟悉的,shúxi de,使い慣れた
5,梳子,shūzi,櫛
5,输,shū,負ける
5,数据,shùjù,データ
5,数组,shùzǔ,アレイ
5,耍,shuǎ,もてあそぶ
5,摔,shuāi,転ぶ
5,双方,shuāngfāng,双方
5,水泥,shuǐní,セメント
5,税,shuì,税
5,税收,shuìshōu,税収
5,睡眠,shuìmián,睡眠
5,顺便,shùnbiàn,ついでに
5,顺利,shùnlì,順調に
5,顺序,shùnxù,順序
5,说,shuō,言う
5,说明,shuōmíng,説明する
5,硕士,shuòshì,修士
5,思考,sīkǎo,思考する
5,思想,sīxiǎng,思想
5,死,sǐ,死ぬ
5,私人,sīrén,私的な
5,寺庙,sìmiào,寺院
5,速度,sùdù,速度
5,塑料袋,sùliàodài,レジ袋
5,算,suàn,計算する
5,酸,suān,酸っぱい
5,随便,suíbiàn,適当に
5,随着,suízhe,〜に伴って
5,孙子,sūnzi,孫
5,损失,sǔnshī,損失
5,所以,suǒyǐ,だから
5,所有,suǒyǒu,すべての
5,塔,tǎ,塔
5,台阶,táijiē,階段
5,抬,tái,持ち上げる
5,太阳,tàiyáng,太陽
5,态度,tàidu,態度
5,谈判,tánpàn,交渉する
5,坦率,tǎnshuài,率直な
5,汤,tāng,スープ
5,糖,táng,砂糖
5,趟,tàng,回
5,烫,tàng,熱い
5,桃子,táozi,桃
5,逃,táo,逃げる
5,逃避,táobì,逃避する
5,讨论,tǎolùn,討論する
5,讨厌,tǎoyàn,嫌う
5,特色,tèsè,特色
5,特意,tèyì,わざわざ
5,特征,tèzhēng,特徴
5,疼爱,téng'ài,可愛がる
5,提,tí,持ち出す
5,提前,tíqián,前倒し
5,提醒,tíxǐng,注意を促す
5,体贴,tǐtiē,思いやりのある
5,体验,tǐyàn,体験する
5,天,tiān,天
5,天然,tiānrán,天然の
5,天堂,tiāntáng,天国
5,天真,tiānzhēn,無邪気な
5,田野,tiányě,野原
5,条件,tiáojiàn,条件
5,调皮,tiáopí,わんぱくな
5,停止,tíngzhǐ,停止する
5,挺,tǐng,とても
5,通讯,tōngxùn,通信
5,通知,tōngzhī,通知する
5,同时,tóngshí,同時に
5,同样,tóngyàng,同様に
5,铜,tóng,銅
5,统一,tǒngyī,統一する
5,痛苦,tòngkǔ,苦しみ
5,痛快,tòngkuài,愉快な
5,偷,tōu,盗む
5,投入,tóurù,投入する
5,投诉,tóusù,クレーム
5,投票,tóu piào,投票する
5,投资,tóu zī,投資する
5,透露,tòulù,漏らす
5,突出,tūchū,際立った
5,突然,tūrán,突然
5,土地,tǔdì,土地
5,土豆,tǔdòu,じゃがいも
5,土堆,tǔduī,土山
5,吐,tǔ,吐き出す
5,兔子,tùzi,うさぎ
5,团,tuán,団
5,团结,tuánjié,団結する
5,团体,tuántǐ,団体
5,推广,tuīguǎng,普及させる
5,推荐,tuījiàn,推薦する
5,推进,tuījìn,推進する
5,腿,tuǐ,足
5,退,tuì,退く
5,退休,tuìxiū,定年退職する
5,吞,tūn,飲み込む
5,托儿所,tuō'érsuǒ,託児所
5,外交,wàijiāo,外交
5,外界,wàijiè,外界
5,外观,wàiguān,外観
5,外科,wàikē,外科
5,完璧,wánbì,完璧
5,完全,wánquán,完全に
5,完美,wánměi,完璧な
5,完善,wánshàn,整備する
5,完整,wánzhěng,完全な
5,万一,wànyī,万一
5,玩具,wánjù,おもちゃ
5,王,wáng,王
5,王子,wángzǐ,王子
5,往,wǎng,〜へ向かって
5,往往,wǎngwǎng,往々にして
5,网页,wǎngyè,ウェブページ
5,网站,wǎngzhàn,ウェブサイト
5,危险,wēixiǎn,危険な
5,威力,wēilì,威力
5,威胁,wēixié,脅かす
5,微笑,wēixiào,微笑む
5,围绕,wéirào,囲む
5,维修,wéixiū,修理する
5,伟大的,wěidà de,偉大な
5,委屈,wěiqu,理不尽な思いをさせる
5,委员,wěiyuán,委員
5,温度,wēndù,温度
5,文明,wénmíng,文明
5,文件,wénjiàn,ファイル
5,文具,wénjù,文房具
5,文学,wénxué,文学
5,吻,wěn,キスする
5,问候,wènhòu,挨拶
5,窝,wō,巣
5,卧室,wòshì,寝室
5,握手,wò shǒu,握手する
5,污染,wūrǎn,汚染する
5,无法,wúfǎ,方法がない
5,无论是,wúlùn shì,〜であろうとなかろうと
5,无奈,wúnài,仕方ない
5,无数,wúshù,無数の
5,武术,wǔshù,武術
5,武器,wǔqì,武器
5,武装,wǔzhuāng,武装する
5,物理,wùlǐ,物理
5,误差,wùchā,誤差
5,雾,wù,霧
5,误解,wùjiě,誤解する
5,西红柿,xīhóngshì,トマト
5,西服,xīfú,スーツ
5,吸,xī,吸う
5,吸收,xīshōu,吸収する
5,吸取,xīqǔ,吸い上げる
5,吸引,xīyǐn,引き付ける
5,吸烟,xī yān,タバコを吸う
5,洗衣机,xǐyījī,洗濯機
5,喜剧,xǐjù,喜劇
5,戏剧,xìjù,演劇
5,细,xì,細かい
5,细节,xìjié,詳細
5,细胞,xìbāo,細胞
5,细菌,xìjūn,細菌
5,虾,xiā,海老
5,霞,xiá,霞
5,下载,xiàzǎi,ダウンロードする
5,鲜艳,xiānyàn,鮮やかな
5,显得,xiǎnde,〜のように見える
5,显然,xiǎnrán,明らかに
5,显示,xiǎnshì,示す
5,县,xiàn,県
5,现代,xiàndài,現代
5,现实,xiànshí,現実
5,现象,xiànxiàng,現象
5,限制,xiànzhì,制限する
5,羡慕,xiànmù,羨む
5,相比,xiāngbǐ,比べる
5,相当于,xiāngdāngyú,〜に相当する
5,相对,xiāngduì,相対的な
5,相反,xiāngfǎn,反対に
5,相关,xiāngguān,関連する
5,相似,xiāngsì,似ている
5,相同,xiāngtóng,同じ
5,箱子,xiāngzi,箱
5,详,xiáng,詳しい
5,详细,xiángxì,詳細な
5,享受,xiǎngshòu,享受する
5,想像,xiǎngxiàng,想像
5,想象,xiǎngxiàng,想像する
5,向往,xiàngwǎng,憧れる
5,项,xiàng,項
5,项目,xiàngmù,プロジェクト
5,橡胶,xiàngjiāo,ゴム
5,消息,xiāoxi,ニュース
5,小吃,xiǎochī,軽食
5,小伙子,xiǎohuǒzi,若者
5,小麦,xiǎomài,小麦
5,小小说,xiǎoshuō,小説
5,效果,xiàoguǒ,効果
5,效率,xiàolǜ,効率
5,校园,xiàoyuán,キャンパス
5,歇,xiē,休む
5,写,xiě,書く
5,写作,xiězuò,執筆する
5,心理,xīnlǐ,心理
5,心态,xīntài,マインドセット
5,心脏,xīnzàng,心臓
5,欣赏,xīnshǎng,鑑賞する
5,封,fēng,封
5,信号,xìnhào,信号
5,信任,xìnrèn,信頼する
5,信心,xìnxīn,自信
5,性质,xìngzhì,性質
5,修改,xiūgǎi,修正する
5,修建,xiūjiàn,建設する
5,修理,xiūlǐ,修理する
5,休闲,xiūxián,レジャー
5,虚偽,xūwěi,虚偽
5,虚心,xūxīn,謙虚な
5,许多,xǔduō,多くの
5,叙述,xùshù,叙述する
5,宣布,xuānbù,宣言する
5,宣传,xuānchuán,宣伝する
5,选举,xuǎnjǔ,選挙
5,学术,xuéshù,学術
5,学位,xuévèi,学位
5,学问,xuéwen,学問
5,血,xuè,血
5,血压,xuèyā,血圧
5,押金,yājīn,保証金
5,牙膏,yágāo,歯磨き粉
5,亚军,yàjūn,準優勝
5,烟,yān,煙
5,严重,yánzhòng,深刻な
5,研究所,yánjiūsuǒ,研究所
5,演出,yǎnchū,公演
5,养,yǎng,養う
5,养成,yǎngchéng,習慣づける
5,样,yàng,様
5,腰,yāo,腰
5,摇,yáo,揺らす
5,遥远,yáoyuǎn,遥かな
5,要素,yàosù,要素
5,叶子,yèzi,葉
5,夜,yè,夜
5,液体,yètǐ,液体
5,一切,yíqiè,一切
5,医学,yīxué,医学
5,依靠,yīkào,依存する
5,依旧,yījiù,相変わらず
5,依据,yījù,根拠
5,依照,yīzhào,〜に従って
5,依赖,yīlài,依存する
5,依然,yīrán,依然として
5,移动,yídòng,移動する
5,移民,yímín,移民
5,遗产,yíchǎn,遺産
5,遗憾,yíhàn,遺憾
5,疑惑,yíhuò,疑惑
5,意志,yìzhì,意志
5,意义,yìyì,意義
5,因而,yīn'ér,従って
5,因素,yīnsù,要因
5,银,yín,銀
5,迎接,yíngjiē,迎える
5,赢得,yíngdé,勝ち取る
5,影子,yǐngzi,影
5,应用,yìngyòng,応用する
5,硬件,yìngjiàn,ハード
5,拥抱,yōngbào,抱きしめる
5,拥挤,yōngjǐ,混雑した
5,勇敢,yǒnggǎn,勇敢な
5,勇气,yǒnglì,勇気
5,用途,yòngtú,用途
5,用品,yòngpǐn,用品
5,优势,yōushì,優位性
5,优先,yōuxiān,優先
5,由于,yóuyú,〜のため
5,犹豫,yóuyù,躊躇する
5,有益,yǒuyì,有益な
5,有利,yǒulì,有利な
5,有力,yǒulì,有力な
5,友好,yǒuhǎo,友好的な
5,愉快,yúkuài,愉快な
5,于是,yúshì,そこで
5,预测,yùcè,予測する
5,预订,yùdìng,予約する
5,预防,yùfáng,予防する
5,预料,yùliào,予想する
5,预算,yùsuàn,予算
5,园,yuán,園
5,原因,yuányīn,原因
5,原则,yuánzé,原則
5,员工,yuángōng,従業員
5,愿望,yuànwàng,願望
5,乐队,yuèduì,バンド
5,晕,yūn,めまいがする
5,允许,yǔnxǔ,許可する
5,杂志,zázhì,雑誌
5,暂时,zànshí,一時的
5,暂停,zàntíng,一時停止する
5,糟糕,zāogāo,ひどい
5,糟蹋,zāotà,台無しにする
5,遭遇,zāoyù,遭遇する
5,遭受,zāoshòu,被る
5,早期,zǎoqī,早期
5,早餐,zǎocān,朝食
5,造,zào,作る
5,造成,zàochéng,もたらす
5,增长,zēngzhǎng,増加する
5,赠送,zèngsòng,贈呈する
5,摘,zhāi,摘む
5,窄,zhǎi,狭い
5,债,zhài,債務
5,债务,zhàiwù,負債
5,沾,zhān,浸す
5,占,zhàn,占める
5,占领,zhànlǐng,占領する
5,战争,zhànzhēng,戦争
5,涨,zhǎng,上がる
5,掌握,zhǎngwò,把握する
5,账户,zhànghù,口座
5,招待,zhāodài,招待する
5,招聘,zhāopìn,募集
5,照,zhào,照らす
5,哲,zhé,哲
5,哲学,zhéxué,哲学
5,珍珠,zhēnzhū,真珠
5,真正的,zhēnzhèng de,本当の
5,真实,zhēnshí,真実
5,真诚,zhēnchéng,真摯な
5,诊断,zhěnduàn,診断する
5,阵,zhèn,陣
5,阵地,zhèndì,陣地
5,振动,zhèndòng,振動する
5,蒸,zhēng,蒸す
5,睁,zhēng,目を開ける
5,政治,zhèngzhì,政治
5,证实,zhèngshí,証明する
5,挣,zhèng,稼ぐ
5,挣扎,zhèngzhá,もがく
5,之,zhī,の
5,支票,zhīpiào,小切手
5,值得,zhíde,価値がある
5,职业,zhíyè,職業
5,植物,zhíwù,植物
5,质量,zhìliàng,品質
5,治疗,zhìliáo,治療
5,秩序,zhìxù,秩序
5,志愿者,zhìyuànzhě,ボランティア
5,制,zhì,制
5,制度,zhìdù,制度
5,制作,zhìzuò,制作する
5,种子,zhǒngzi,種
5,重点,zhòngdiǎn,重点
5,周到,zhōudào,行き届いた
5,周围,zhōuwéi,周囲
5,逐步,zhúbù,徐々に
5,逐渐,zhújiàn,次第に
5,煮,zhǔ,煮る
5,主持,zhǔchí,司会する
5,主动,zhǔdòng,主体的な
5,主观,zhǔguān,主観的な
5,主要,zhǔyào,主要な
5,主席,zhǔxí,議長
5,主意,zhǔyi,アイディア
5,主张,zhǔzhāng,主張する
5,祝福,zhùfú,祝福
5,注册,zhùcè,登録
5,著名,zhùmíng,有名な
5,抓,zhuā,掴む
5,专家,zhuānjiā,専門家
5,专心,zhuānxīn,専念する
5,转换,zhuǎnhuàn,変換する
5,转移,zhuǎnyí,転移する
5,装饰,zhuāngshì,装飾
5,装修,zhuāngxiū,内装工事
5,撞,zhuàng,ぶつかる
5,状态,zhuàngtài,状態
5,状,zhuàng,状
5,追求,zhuīqiú,追求する
5,准确,zhǔnquè,正確な
5,字母,zìmǔ,アルファベット
5,自从,zìcóng,〜以来
5,自动,zìdòng,自動
5,自豪,zìháo,誇らしい
5,自觉,zìjué,自覚
5,自然,zìrán,自然
5,自杀,zìshā,自殺
5,自信,zìxìn,自信
5,自愿,zìyuàn,自発的な
5,自由,zìyóu,自由
5,资源,zīyuán,資源
5,资金,zījīn,資金
5,综合,zōnghé,総合
5,总结,zǒngjié,まとめる
5,总统,zǒngtǒng,大統領
5,走路,zǒu lù,歩く
5,租用,zūyòng,レンタルする
5,组织,zǔzhī,組織
5,阻碍,zǔ'ài,妨げる
5,嘴,zuǐ,口
5,作者,zuòzhě,作者
5,作品,zuòpǐn,作品
5,座位,zuòwèi,座席
