level,hanzi,pinyin,meaning
4,竟然,jìngrán,なんと
4,镜子,jìngzi,鏡
4,究竟,jiūjìng,結局
4,九,jiǔ,9
4,久,jiǔ,久
4,就,jiù,すぐに
4,旧,jiù,古い
4,救,jiù,救う
4,举办,jǔbàn,開催
4,句,jù,句
4,句子,jùzi,文
4,拒,jù,拒
4,拒绝,jùjué,拒絶
4,具备,jùbèi,備える
4,距离,jùlí,距離
4,具体,jùtǐ,具体
4,剧,jù,劇
4,聚会,jùhuì,集まり
4,聚,jù,集まる
4,拒绝,jùjué,拒絶
4,决定,juédìng,決定
4,决赛,juésài,決勝
4,决心,juéxīn,決心
4,绝对,juéduì,絶対
4,觉得,juéde,思う
4,角色,juésè,役割
4,军队,jūnduì,軍隊
4,军,jūn,軍
4,均匀,jūnyún,均一
4,咖啡,kāfēi,コーヒー
4,卡,kǎ,カード
4,开放,kāifàng,開放
4,开始,kāishǐ,開始
4,开玩笑,kāi wánxiào,冗談
4,开,kāi,開ける
4,砍,kǎn,切る
4,看,kàn,見る
4,看板,kànbǎn,看板
4,看不起,kànbuqǐ,見下す
4,看法,kànfǎ,見解
4,看见,kànjiàn,見える
4,考,kǎo,考
4,考察,kǎochá,考察
4,考虑,kǎolǜ,考慮
4,考试,kǎoshì,試験
4,靠,kào,頼る
4,棵,kē,本
4,科学,kēxué,科学
4,咳嗽,késou,咳
4,渴,kě,渇く
4,可,kě,可
4,可爱,kě'ài,可愛い
4,可怜,kělián,哀れ
4,可能,kěnéng,可能
4,可是,kěshì,しかし
4,可惜,kěxī,残念
4,可以,kěyǐ,〜できる
4,刻,kè,刻
4,课,kè,授業
4,客人,kèrén,客
4,肯定,kěndìng,肯定
4,空调,kōngtiáo,エアコン
4,恐怕,kǒngpà,恐らく
4,口,kǒu,口
4,哭,kū,泣く
4,裤子,kùzi,ズボン
4,筷子,kuàizi,箸
4,快,kuài,速い
4,快乐,kuàilè,楽しい
4,块,kuài,塊
4,困难,kùnnan,困難
4,扩展,kuòzhǎn,拡張
4,拉,lā,引く
4,垃圾,lājī,ゴミ
4,来,lái,来る
4,篮,lán,籠
4,蓝,lán,青
4,老,lǎo,老
4,老师,lǎoshī,先生
4,乐观,lèguān,楽観
4,雷,léi,雷
4,累,lèi,疲れる
4,离,lí,離れる
4,离开,líkāi,去る
4,礼物,lǐwù,贈り物
4,理想,lǐxiǎng,理想
4,力量,lìliàng,力
4,历史,lìshǐ,歴史
4,俩,liǎ,二人
4,连,lián,連
4,连续,liánxù,連続
4,联系,liánxì,連絡
4,脸,liǎn,顔
4,练习,liànxí,練習
4,量,liàng,量
4,亮,liàng,明るい
4,聊天,liáotiān,おしゃべり
4,了解,liǎojiě,了解
4,邻居,línjū,隣人
4,留学,liú xué,留学
4,楼,lóu,楼
4,路,lù,路
4,路线,lùxiàn,路線
4,旅游,lǚyóu,旅行
4,绿,lǜ,緑
4,乱,luàn,乱れる
4,轮流,lúnliú,交代で
4,论文,lùnwén,論文
4,妈妈,māma,母
4,麻烦,máfan,面倒
4,马,mǎ,馬
4,马虎,mǎhu,いい加減
4,马上,mǎshàng,すぐ
4,买,mǎi,買う
4,卖,mài,売る
4,满,mǎn,満
4,满意,mǎnyì,満足
4,慢,màn,遅い
4,忙,máng,忙しい
4,猫,māo,猫
4,毛,máo,毛
4,毛巾,máojīn,タオル
4,帽子,màozi,帽子
4,没,méi,無い
4,没关系,méi guānxi,大丈夫
4,眉毛,méimao,眉毛
4,媒体,méitǐ,媒体
4,每,měi,毎
4,美,měi,美
4,美丽,měilì,美麗
4,门,mén,門
4,门票,ménpiào,入場券
4,梦,mèng,夢
4,米,mǐ,米
4,面包,miànbāo,パン
4,面对,miànduì,対面
4,明白,míngbai,理解
4,明天,míngtiān,明日
4,名字,míngzi,名前
4,命令,mìnglìng,命令
4,摸,mō,撫でる
4,摩托车,mótuōchē,バイク
4,拿,ná,持つ
4,哪,nǎ,どこ
4,那,nà,あれ
4,奶奶,nǎinai,祖母
4,耐心,nàixīn,忍耐
4,南,nán,南
4,难,nán,難しい
4,难道,nándào,まさか
4,难过,nánguò,悲しい
4,难受,nánshòu,辛い
4,内容,nèiróng,内容
4,能,néng,〜できる
4,你,nǐ,君
4,年,nián,年
4,年级,niánjí,学年
4,年轻,niánqīng,若い
4,鸟,niǎo,鳥
4,努力,nǔlì,努力
4,女儿,nǚ'ér,娘
4,女性,nǚxìng,女性
4,暖和,nuǎnhuo,暖かい
4,偶尔,ǒu'ěr,たまに
4,爬山,pá shān,登山
4,拍,pāi,打つ
4,盘子,pánzi,皿
4,判断,pànduàn,判断
4,胖,pàng,太る
4,跑步,pǎobù,走る
4,陪,péi,付き添う
4,批评,pīpíng,批評
4,皮鞋,píxié,革靴
4,啤酒,píjiǔ,ビール
4,脾气,píqi,気性
4,便宜,piányi,安い
4,骗,piàn,騙す
4,票,piào,券
4,漂亮,piàoliang,綺麗
4,乒乓球,pīngpāngqiú,卓球
4,苹果,píngguǒ,林檎
4,破,pò,破れる
4,破坏,pòhuài,破壊
4,普遍,pǔbiàn,普遍
4,普通话,pǔtōnghuà,標準語
4,其实,qíshí,実は
4,其他,qítā,その他
4,奇怪,qíguài,不思議
4,骑,qí,乗る
4,起飞,qǐfēi,離陸
4,起来,qǐlái,起きる
4,气候,qìhòu,気候
4,千万,qiānwàn,くれぐれも
4,签证,qiānzhèng,ビザ
4,前面,qiánmiàn,前面
4,钱,qián,金
4,墙,qiáng,壁
4,强,qiáng,強い
4,强调,qiángdiào,強調
4,强烈,qiángliè,強烈
4,桥,qiáo,橋
4,巧克力,qiǎokèlì,チョコ
4,亲戚,qīnqi,親戚
4,亲切,qīnqiè,親切
4,清楚,qīngchu,はっきり
4,晴,qíng,晴
4,情况,qíngkuàng,状況
4,请,qǐng,請
4,请假,qǐng jià,休暇
4,请问,qǐngwèn,尋ねる
4,穷,qióng,貧しい
4,秋,qiū,秋
4,区别,qūbié,区別
4,取,qǔ,取る
4,取消,qǔxiāo,取消
4,去,qù,行く
4,全部,quánbù,全部
4,缺点,quēdiǎn,欠点
4,却,què,しかし
4,确实,quèshí,確か
4,让,ràng,譲る
4,热,rè,熱い
4,热闹,rènao,賑やか
4,人,rén,人
4,人民,rénmín,人民
4,人生,rénshēng,人生
4,认识,rènshi,認識
4,认为,rènwéi,思う
4,认真,rènzhēn,真面目
4,任务,rènwu,任務
4,仍,réng,依然
4,扔,rēng,投げる
4,仍然,réngrán,依然
4,日,rì,日
4,日记,rìjì,日記
4,容易,róngyì,容易
4,如果,rúguǒ,もし
4,软,ruǎn,柔らかい
4,三,sān,3
4,伞,sǎn,傘
4,商店,shāngdiàn,商店
4,上,shàng,上
4,上班,shàng bān,出勤
4,上午,shàngwǔ,午前
4,少,shǎo,少
4,设计,shèjì,設計
4,社会,shèhuì,社会
4,身体,shēntǐ,体
4,生,shēng,生
4,生病,shēng bìng,病気
4,生日,shēngrì,誕生日
4,生意,shēngyi,商売
4,声音,shēngyīn,声
4,剩,shèng,余る
4,失败,shībài,失敗
4,失望,shīwàng,失望
4,湿,shī,湿
4,十,shí,10
4,十分,shífēn,十分
4,时候,shíhou,時
4,时间,shíjiān,時間
4,实际,shíjì,実際
4,实践,shíjiàn,実践
4,实现,shíxiàn,実現
4,使,shǐ,使
4,使用,shǐyòng,使用
4,是,shì,是
4,是否,shìfǒu,否
4,适合,shìhé,適合
4,适应,shìyìng,適応
4,收,shōu,収
4,收拾,shōushi,整理
4,收入,shōurù,収入
4,手,shǒu,手
4,手表,shǒubiǎo,時計
4,手机,shǒujī,携帯
4,首先,shǒuxiān,まず
4,受,shòu,受
4,受不了,shòubuliǎo,堪えられない
4,书,shū,書
4,舒服,shūfu,心地よい
4,叔叔,shūshu,叔父
4,熟悉,shúxi,熟知
4,输,shū,負ける
4,蔬菜,shūcài,野菜
4,数量,shùliàng,数量
4,数字,shùzì,数字
4,数学,shùxué,数学
4,刷牙,shuā yá,歯磨き
4,双,shuāng,双
4,水平,shuǐpíng,水準
4,司机,sījī,運転手
4,死,sǐ,死
4,四,sì,4
4,似乎,sìhū,よう
4,送,sòng,送
4,速度,sùdù,速度
4,算,suàn,算
4,酸,suān,酸
4,虽然,suīrán,雖
4,随便,suíbiàn,随意
4,岁,suì,歳
4,孙子,sūnzi,孫
4,所有,suǒyǒu,所有
4,他,tā,他
4,台,tái,台
4,抬,tái,持ち上げる
4,太,tài,太
4,太阳,tàiyáng,太陽
4,态度,tàidu,態度
4,谈,tán,談
4,汤,tāng,湯
4,糖,táng,糖
4,躺,tǎng,横になる
4,讨论,tǎolùn,討論
4,讨厌,tǎoyàn,嫌い
4,特别,tèbié,特別
4,特点,tèdiǎn,特徴
4,疼,téng,痛い
4,提,tí,提
4,提高,tígāo,向上
4,提供,tígōng,提供
4,提前,tíqián,前倒し
4,提醒,tíxǐng,喚起
4,题目,tímù,題目
4,体,tǐ,体
4,体育,tǐyù,体育
4,天,tiān,天
4,天气,tiānqì,天気
4,填,tián,填
4,填写,tiánxiě,記入
4,甜,tián,甘い
4,条,tiáo,条
4,条件,tiáojiàn,条件
4,调,tiáo,調
4,跳,tiào,跳
4,跳舞,tiào wǔ,踊る
4,听,tīng,聴
4,停止,tíngzhǐ,停止
4,挺,tǐng,挺
4,通过,tōngguò,通過
4,通知,tōngzhī,通知
4,同意,tóngyì,同意
4,同学,tóngxué,同学
4,同事,tóngshì,同僚
4,突然,tūrán,突然
4,图书馆,túshūguǎn,図書館
4,腿,tuǐ,腿
4,推,tuī,推
4,推迟,tuīchí,延期
4,退,tuì,退
4,脱,tuō,脱
4,外,wài,外
4,完,wán,完
4,完成,wánchéng,完成
4,完全,wánquán,完全
4,玩,wán,玩
4,晚上,wǎnshang,夜
4,碗,wǎn,碗
4,万,wàn,万
4,忘记,wàngjì,忘記
4,为,wèi,為
4,为了,wèile,為
4,位,wèi,位
4,文化,wénhuà,文化
4,文章,wénzhāng,文章
4,问,wèn,問
4,问题,wèntí,問題
4,握手,wò shǒu,握手
4,污染,wūrǎn,汚染
4,无,wú,無
4,无法,wúfǎ,無理
4,无论,wúlùn,不論
4,五,wǔ,5
4,误会,wùhuì,誤解
4,西,xī,西
4,西瓜,xīguā,西瓜
4,希望,xīwàng,希望
4,吸,xī,吸
4,吸引,xīyǐn,吸引
4,习惯,xíguàn,習慣
4,洗,xǐ,洗
4,洗手间,xǐshǒujiān,洗手間
4,洗澡,xǐ zǎo,洗澡
4,喜欢,xǐhuan,好き
4,下,xià,下
4,下午,xiàwǔ,午後
4,下雨,xiàyǔ,下雨
4,吓,xià,脅かす
4,夏,xià,夏
4,先,xiān,先
4,先生,xiānsheng,先生
4,相信,xiāngxìn,相信
4,向,xiàng,向
4,想,xiǎng,想
4,响,xiǎng,鳴る
4,像,xiàng,似る
4,消息,xiāoxi,消息
4,小心,xiǎoxīn,小心
4,校長,xiàozhǎng,校長
4,些,xiē,些
4,鞋,xié,靴
4,写,xiě,写
4,谢谢,xièxie,謝謝
4,心情,xīnqíng,心情
4,辛苦,xīnkǔ,辛苦
4,信任,xìnrèn,信任
4,信心,xìnxīn,信心
4,信用卡,xìnyòngkǎ,クレカ
4,兴奋,xīngfèn,興奮
4,星期,xīngqī,曜日
4,兴趣,xìngqù,興味
4,性格,xìnggé,性格
4,修,xiū,修
4,休息,xiūxi,休息
4,需要,xūyào,需要
4,选择,xuǎnzé,選択
4,学,xué,学
4,学生,xuésheng,学生
4,学习,xuéxí,学習
4,学校,xuéxiào,学校
4,雪,xuě,雪
4,血,xuè,血
4,牙,yá,牙
4,牙刷,yáshuā,歯ブラシ
4,压力,yālì,圧力
4,演出,yǎnchū,演出
4,演员,yǎnyuán,俳優
4,阳光,yángguāng,日光
4,羊肉,yángròu,羊肉
4,养,yǎng,養う
4,样式,yàngshì,様式
4,样子,yàngzi,様子
4,药,yào,薬
4,要,yào,要
4,钥匙,yàoshi,鍵
4,爷爷,yéye,祖父
4,页,yè,頁
4,一,yī,1
4,一般,yìbān,一般
4,一共,yígòng,一共
4,一,yí,一
4,一样,yíyàng,同様
4,一直,yìzhí,一直
4,医生,yīshēng,医師
4,医院,yīyuàn,医院
4,衣服,yīfu,衣服
4,以为,yǐwéi,以為
4,意见,yìjiàn,意見
4,艺术,yìshù,芸術
4,音乐,yīnyuè,音楽
4,银行,yínháng,銀行
4,饮料,yǐnliào,飲料
4,应该,yīnggāi,当然
4,影子,yǐngzi,影
4,影响,yǐngxiǎng,影響
4,赢,yíng,勝つ
4,用,yòng,用
4,优秀,yōuxiù,優秀
4,幽默,yōumò,ユーモア
4,尤其,yóuqí,特に
4,由于,yóuyú,由来
4,旅游,lǚyóu,旅行
4,游泳,yóuyǒng,水泳
4,游戏,yóuxì,遊戯
4,友谊,yǒuyì,友情
4,有,yǒu,有
4,有名,yǒumíng,有名
4,有趣,yǒuqù,面白い
4,又,yòu,又
4,鱼,yú,魚
4,愉快,yúkuài,愉快
4,于是,yúshì,そこで
4,预报,yùbào,予報
4,原因,yuányīn,原因
4,原来,yuánlái,元来
4,原谅,yuánliàng,許す
4,原则,yuánzé,原則
4,愿意,yuànyì,願う
4,远,yuǎn,遠い
4,运动,yùndòng,運動
4,约,yuē,約束
4,约会,yuēhuì,デート
4,越,yuè,越
4,月,yuè,月
4,月亮,yuèliang,月
4,云,yún,雲
4,允许,yǔnxǔ,許可
4,杂志,zázhì,雑誌
4,在,zài,在
4,再,zài,再
4,再见,zàijiàn,再見
4,暂时,zànshí,暫時
4,脏,zāng,汚い
4,糟糕,zāogāo,最悪
4,早上,zǎoshang,朝
4,造成,zàochéng,造成
4,责任,zérèn,責任
4,怎么,zěnme,どうして
4,怎么样,zěnmeyàng,いかが
4,增加,zēngjiā,増加
4,占,zhàn,占める
4,站,zhàn,駅
4,张,zhāng,張
4,丈夫,zhàngfu,夫
4,找,zhǎo,探す
4,着,zhe,着
4,真,zhēn,真
4,真正,zhēnzhèng,真正
4,整理,zhěnglǐ,整理
4,正好,zhènghǎo,丁度
4,正确,zhèngquè,正確
4,正式,zhèngshì,正式
4,正在,zhèngzài,正に
4,证明,zhèngmí)
4,支,zhī,支
4,支持,zhīchí,支持
4,知道,zhīdào,知る
4,知识,zhīshi,知識
4,值得,zhíde,値する
4,职业,zhíyè,職業
4,植物,zhíwù,植物
4,质量,zhìliàng,質量
4,至少,zhìshǎo,少なくとも
4,制造,zhìzào,製造
4,中,zhōng,中
4,中国,Zhōngguó,中国
4,中间,zhōngjiān,中間
4,中午,zhōngwǔ,正午
4,中文,Zhōngwén,中文
4,终于,zhōngyú,ついに
4,种,zhǒng,種
4,重要,zhòngyào,重要
4,重视,zhòngshì,重視
4,周末,zhōumò,週末
4,周围,zhōuwéi,周囲
4,主,zhǔ,主
4,主要,zhǔyào,主要
4,主人,zhǔrén,主人
4,注意,zhùyì,注意
4,著名,zhùmíng,著名
4,祝,zhù,祝
4,祝贺,zhùhè,祝賀
4,字典,zìdiǎn,字典
4,自己,zìjǐ,自己
4,自然,zìrán,自然
4,总是,zǒngshì,いつも
4,最近,zuìjìn,最近
4,作业,zuòyè,宿題
4,作者,zuòzhě,作者
4,作用,zuòyòng,作用
4,昨天,zuótiān,昨日
4,左,zuǒ,左
4,左边,zuǒbian,左
4,做,zuò,做
4,坐,zuò,坐
4,做饭,zuò fàn,料理
4,做事,zuò shì,仕事
4,座位,zuòwèi,座席
